"tract","Name","Household_Income_at_Age_35_rP_gP_pall"
37137950102,"Bayboro, NC",27641
48485011400,"Wichita Falls, TX",27640
4013109602,"Maryvale Village, Phoenix, AZ",27638
34017004600,"Bergen/Lafayette, Jersey City, NJ",27637
47157020512,"Springhill, Memphis, TN",27637
37051001700,"Douglas Byrd, Fayetteville, NC",27637
4027000404,"Yuma, AZ",27637
11001009903,"Southeast Washington, Washington, DC",27635
34013011500,"East Orange, NJ",27634
18089011700,"Gary, IN",27630
27053103400,"Sumner-Glenwood, Minneapolis, MN",27630
6037232300,"South Los Angeles, Los Angeles, CA",27630
6025012301,"Imperial, CA",27629
12086005202,"East Little Havana, Miami, FL",27627
4019003706,"Tucson, AZ",27627
6037218900,"Jefferson, Los Angeles, CA",27623
12073002509,"Tallahassee, FL",27622
39061005400,"Oakley, Cincinnati, OH",27622
45085000500,"Lynchburg, SC",27622
36005007300,"Bronx County, NY",27621
36069051800,"Geneva, NY",27619
39035101501,"Cudell, Cleveland, OH",27619
13089022005,"Clarkston, GA",27615
6037219020,"South Los Angeles, Los Angeles, CA",27614
12033001300,"Southeast Pensacola, Pensacola, FL",27614
12019031400,"Green Cove Springs, FL",27614
40109103200,"Central Oklahoma City, Oklahoma City, OK",27612
37191001900,"Goldsboro, NC",27611
12037970200,"Eastpoint, FL",27611
36103122406,"Wyandanch, NY",27611
13067031113,"Marietta, GA",27610
24510030200,"Little Italy, Baltimore, MD",27607
6001409000,"Brookfield Village, Oakland, CA",27606
17031838800,"South Deering, Chicago, IL",27606
48029111000,"Near East Side, San Antonio, TX",27605
9003502700,"Barry Square, Hartford, CT",27605
4013060904,"Arizona Brisas, El Mirage, AZ",27604
45063020100,"Cayce, SC",27604
18089012700,"Gary, IN",27603
25005641000,"Fall River, MA",27602
6001408600,"Hegenberger, Oakland, CA",27602
32003004703,"Las Vegas, NV",27601
37081010300,"Greensboro, NC",27598
53009940000,"Neah Bay, WA",27597
55079007100,"Riverwest, Milwaukee, WI",27597
55079008000,"Riverwest, Milwaukee, WI",27595
4013111502,"Camelback East Village, Phoenix, AZ",27594
36093021400,"Mount Pleasant, Schenectady, NY",27594
29095002000,"Northeast Kansas City, Kansas City, MO",27593
6037602507,"Hawthorne, CA",27592
34017007800,"Historic Downtown, Jersey City, NJ",27592
47147080401,"Springfield, TN",27591
40031001902,"Lawton, OK",27591
48113012302,"Dallas, TX",27591
42101025300,"East Mount Airy, Philadelphia, PA",27590
24033801801,"Temple Hills, MD",27589
13215011200,"Columbus, GA",27589
6073020028,"San Marcos, CA",27588
34013011600,"East Orange, NJ",27588
17031440600,"South Side, Chicago, IL",27588
37065021000,"Tarboro, NC",27586
2013000100,"Aleutians East County, AK",27585
39061007300,"Winton Place, Cincinnati, OH",27585
1037961000,"Goodwater, AL",27584
4013106801,"Alhambra, Phoenix, AZ",27583
12099003201,"West Palm Beach, FL",27583
20173000300,"Wichita, KS",27581
55079002900,"Hampton Heights, Milwaukee, WI",27579
28065950100,"Prentiss, MS",27577
28063950100,"Fayette, MS",27575
12029970102,"Old Town, FL",27574
37119001100,"Chantilly, Charlotte, NC",27573
13215010702,"Columbus, GA",27572
6037575103,"Eastside, Long Beach, CA",27570
6037600801,"Morningside Park, Inglewood, CA",27569
12093910201,"Okeechobee, FL",27569
22051020700,"Kenner, LA",27567
13065970200,"Homerville, GA",27567
47179062000,"Johnson City, TN",27566
12071020800,"Diplomat, North Fort Myers, FL",27565
29095015600,"Independence, MO",27564
48029110300,"Downtown, San Antonio, TX",27564
1045020700,"Ozark, AL",27564
6025010200,"Imperial, CA",27562
11001007803,"Lower Central NE, Washington, DC",27562
36047116000,"Kings County, NY",27562
36005008900,"Bronx County, NY",27561
27053125700,"Jordan, Minneapolis, MN",27561
40101000300,"Muskogee, OK",27560
4021001500,"Casa Grande, AZ",27560
29095013203,"South Kansas City, Kansas City, MO",27559
11001003600,"Columbia Heights, Washington, DC",27557
48029131000,"East Side, San Antonio, TX",27557
34013009900,"East Orange, NJ",27554
12086000413,"Miami, FL",27554
18089012500,"Gary, IN",27554
37045950500,"Kings Mountain, NC",27552
17031823603,"Robbins, IL",27552
18003001000,"Nebraska, Fort Wayne, IN",27549
18097341700,"Indianapolis, IN",27549
45061920500,"Mayesville, SC",27549
6037218210,"Central LA, Los Angeles, CA",27549
37027030200,"Lenoir, NC",27546
17097862502,"Waukegan, IL",27546
47157022322,"Whitehaven, Memphis, TN",27545
26049001300,"Flint, MI",27545
1107050300,"Carrollton, AL",27544
48029171502,"Edgewood, San Antonio, TX",27543
28043950300,"Grenada, MS",27542
6001400700,"Santa Fe, Emeryville, CA",27540
1121010500,"Talladega, AL",27539
35037958602,"Tucumcari, NM",27534
12011091400,"Beverly Park, Hollywood, FL",27534
17197881900,"River Bluffs, Joliet, IL",27533
48113011900,"Pleasant Grove, Dallas, TX",27532
29077003100,"Westside Community Betterment, Springfield, MO",27532
22111960400,"Farmerville, LA",27531
48453002105,"University Hills and Windsor Park, Austin, TX",27531
29510105200,"Skinker DeBaliviere, St. Louis, MO",27530
48277000800,"Paris, TX",27530
26163538900,"Detroit, MI",27530
22057020400,"Thibodaux, LA",27525
17031030701,"Edgewater, Chicago, IL",27525
35061970101,"Los Lunas, NM",27524
6037208720,"Central LA, Los Angeles, CA",27524
51700032225,"North Newport News, Newport News, VA",27522
12057000202,"University Square, Tampa, FL",27521
32031002212,"Reno, NV",27521
8101001000,"East Side, Pueblo, CO",27521
51760071001,"Jahnke, Richmond, VA",27521
12086010010,"Miami Gardens, FL",27518
42003561500,"Pittsburgh, PA",27517
48029171100,"Edgewood, San Antonio, TX",27516
36119003200,"South Side, Mount Vernon, NY",27515
40111000100,"Okmulgee, OK",27514
12037970302,"Apalachicola, FL",27513
6071006402,"Curtis, San Bernardino, CA",27513
39095005100,"East Toledo, Toledo, OH",27512
45083021600,"Spartanburg, SC",27512
4013115700,"South Mountain Village, Phoenix, AZ",27512
39017012200,"Middletown, OH",27510
12105013103,"Auburndale, FL",27505
36061017800,"East Harlem, New York, NY",27502
27053102900,"Near North, Minneapolis, MN",27502
5037950500,"Wynne, AR",27501
12095013503,"Southeast Orlando, Orlando, FL",27501
6037542103,"Compton, CA",27500
21025920600,"Whick, KY",27499
4013109200,"Alhambra, Phoenix, AZ",27497
37129010700,"Wilmington Medical Park, Wilmington, NC",27495
36081026200,"Queens County, NY",27495
42101014400,"North Philadelphia, Philadelphia, PA",27495
37171930201,"Mount Airy, NC",27495
11001007808,"Grant Park, Washington, DC",27494
39035115200,"South Broadway, Cleveland, OH",27493
13021013102,"Macon, GA",27493
36029004100,"Kenfield, Buffalo, NY",27491
6037232400,"South Los Angeles, Los Angeles, CA",27490
13089021301,"Chamblee, GA",27489
36005017901,"Bronx County, NY",27489
6037238310,"South Figueroa Corridor, Los Angeles, CA",27488
11001009804,"Southeast Washington, Washington, DC",27486
36047020500,"Kings County, NY",27486
26163570400,"Inkster, MI",27481
12086003702,"Downtown Miami, Miami, FL",27480
36005017300,"Bronx County, NY",27479
36005008300,"Bronx County, NY",27479
21147960200,"Stearns, KY",27476
45061920100,"Bishopville, SC",27476
6019002501,"Roosevelt, Fresno, CA",27475
21101020200,"Henderson, KY",27474
17031630100,"Gage Park, Chicago, IL",27473
36061016600,"East Harlem, New York, NY",27473
25025091900,"Dorchester, Boston, MA",27473
24510280402,"Rognel Heights, Baltimore, MD",27472
48201550100,"Houston, TX",27471
37067002702,"Winston-Salem, NC",27471
12021011301,"Corkscrew, Immokalee, FL",27468
55079016600,"Milwaukee, WI",27466
45031011600,"Lamar, SC",27465
28083950400,"Greenwood, MS",27460
32003004401,"North Las Vegas, NV",27460
48029170101,"Gardendale, San Antonio, TX",27459
48453002208,"Meadows At Trinity Crossing, Austin, TX",27458
5119004107,"Upper Baseline, Little Rock, AR",27458
6037226001,"South Los Angeles, Los Angeles, CA",27458
21117067000,"Covington, KY",27453
42045404700,"Chester, PA",27453
17161023500,"Longview, Rock Island, IL",27451
1073013200,"Midfield, AL",27447
29175490300,"Moberly, MO",27447
36061017200,"East Harlem, New York, NY",27444
6037570603,"North Long Beach, Long Beach, CA",27442
13133950303,"Greensboro, GA",27438
36047035300,"Kings County, NY",27438
37067003500,"Winston-Salem, NC",27435
5111490300,"Trumann, AR",27435
17031241100,"Humboldt Park, Chicago, IL",27432
12103022200,"Saint Petersburg, FL",27431
36047043100,"Kings County, NY",27429
39035140702,"Cleveland Heights, OH",27429
36005016100,"Bronx County, NY",27425
26163530500,"Russell Woods, Detroit, MI",27424
40109104100,"Central Oklahoma City, Oklahoma City, OK",27424
39035193900,"Beachwood, OH",27424
11001004802,"Northwest Washington, Washington, DC",27422
45075011500,"Orangeburg, SC",27421
11001003100,"Northwest Washington, Washington, DC",27420
21151010400,"Richmond, KY",27420
53077000200,"Yakima, WA",27420
48113009103,"Piedmont Addition, Dallas, TX",27418
23001020400,"Lewiston, ME",27418
36067006101,"Valley, Syracuse, NY",27417
6037600201,"South Los Angeles, Los Angeles, CA",27416
13063040414,"Forest Park, GA",27415
48113019213,"Far North Dallas, Dallas, TX",27414
28119950200,"Marks, MS",27413
36005016700,"Bronx County, NY",27411
31055003900,"Southeast Omaha, Omaha, NE",27411
42049000300,"Erie, PA",27411
6071004103,"Muscoy, CA",27405
22071000605,"Algiers, New Orleans, LA",27405
24045000100,"Salisbury, MD",27405
6037542200,"Compton, CA",27404
36005008600,"Bronx County, NY",27404
45091061601,"York, SC",27404
6073003101,"Valencia Park, San Diego, CA",27403
6037206200,"Central LA, Los Angeles, CA",27402
17031031502,"Uptown, Chicago, IL",27401
12099008203,"Belle Glade, FL",27401
28103950200,"Macon, MS",27400
37057060800,"Thomasville, NC",27399
20125951200,"Coffeyville, KS",27399
48453002111,"Johnston Terrace, Austin, TX",27397
6037541606,"Compton, CA",27397
39023003400,"Springfield, OH",27395
51760070802,"South Richmond, Richmond, VA",27392
4005945200,"Tuba City, AZ",27391
13301970500,"Warrenton, GA",27390
34013009100,"Seventh Avenue, Newark, NJ",27387
36047039100,"Kings County, NY",27387
6019000800,"Edison, Fresno, CA",27385
1073001100,"North Pratt, Birmingham, AL",27383
39153509000,"Middlebury, Akron, OH",27382
37119001701,"Commonwealth Park, Charlotte, NC",27380
39081000200,"Steubenville, OH",27380
28089031000,"Camden, MS",27380
26163540900,"Detroit, MI",27377
37155961602,"Fairmont, NC",27374
48355000900,"Central City, Corpus Christi, TX",27374
36047025300,"Kings County, NY",27373
36081027600,"Queens County, NY",27372
8101000600,"Northside, Pueblo, CO",27370
35001004734,"Westgate Vecinos, Albuquerque, NM",27370
32031002107,"Reno, NV",27368
37049960600,"New Bern, NC",27368
4001944300,"Chinle, AZ",27367
36047007100,"Kings County, NY",27367
6107001100,"Visalia, CA",27367
4019003801,"Wakefield, Tucson, AZ",27364
48029160501,"Edgewood, San Antonio, TX",27362
13089023213,"Decatur, GA",27362
36055008400,"Group 14621, Rochester, NY",27360
42101002701,"Dickinson Narrows, Philadelphia, PA",27360
12071040120,"Fort Myers, FL",27359
17001000400,"Quincy, IL",27354
36005037600,"Bronx County, NY",27354
22071001736,"New Orleans East Area, New Orleans, LA",27351
45079012000,"Eastover, SC",27350
37119006109,"Beatties Ford - Trinity, Charlotte, NC",27349
37081011601,"Rainbow/Meadowood, Greensboro, NC",27348
40109108011,"Oklahoma City, OK",27344
6019001304,"Roosevelt, Fresno, CA",27344
26163538500,"Bagley, Detroit, MI",27343
13007960100,"Newton, GA",27343
6001401700,"West Oakland, Oakland, CA",27343
26163566400,"Wayne, MI",27340
11001007806,"Northeast Washington, Washington, DC",27337
45069960100,"Wallace, SC",27335
17031440202,"South Side, Chicago, IL",27334
12103025602,"Largo, FL",27332
4013107201,"Alhambra, Phoenix, AZ",27332
45051020200,"Loris, SC",27332
36047050803,"Kings County, NY",27332
1101002900,"Montgomery, AL",27332
18163001500,"Bellemeade Bayard Park, Evansville, IN",27329
18097340700,"Indianapolis, IN",27329
6039000604,"Madera, CA",27328
13215011500,"Columbus, GA",27326
36005021502,"Bronx County, NY",27325
48029130300,"Denver Heights, San Antonio, TX",27324
12086000410,"North Miami, FL",27324
1091973100,"Thomaston, AL",27324
21203950400,"Orlando, KY",27323
21111005200,"Old Louisville, Louisville, KY",27320
22117950300,"Franklinton, LA",27320
36005017701,"Bronx County, NY",27320
6071004202,"Mount Vernon, San Bernardino, CA",27318
42011001400,"Reading, PA",27316
45069960500,"Clio, SC",27316
17031831300,"West Humboldt Park, Chicago, IL",27316
48029140100,"Downtown, San Antonio, TX",27315
48439104502,"West Morningside, Fort Worth, TX",27315
12081000310,"Bradenton, FL",27312
12101030501,"Forest Hills, Holiday, FL",27312
37165010600,"Wagram, NC",27311
39035101901,"Detroit - Shoreway, Cleveland, OH",27311
9003500200,"Barry Square, Hartford, CT",27311
28087000600,"Columbus, MS",27310
17201002301,"Rockford, IL",27309
18089041500,"Portage, IN",27308
39089759000,"Newark, OH",27308
13089021909,"Pine Lake, GA",27306
42011001100,"Reading, PA",27305
17003957800,"Cairo, IL",27304
6037237720,"South Figueroa Corridor, Los Angeles, CA",27301
29510101800,"Carondelet, St. Louis, MO",27301
48037010800,"Texarkana, TX",27300
40143004600,"Tulsa, OK",27298
12031011700,"Biltmore, Jacksonville, FL",27298
48361020200,"Orange, TX",27298
6037462002,"North Central, Pasadena, CA",27297
12103028600,"Saint Petersburg, FL",27293
48303000302,"Arnett Benson, Lubbock, TX",27293
34039031200,"Elizabeth, NJ",27292
12086009503,"Miami Gardens, FL",27291
51550020500,"Chesapeake, VA",27291
36063021100,"Niagara Falls, NY",27289
12011100802,"West Park, FL",27288
12086002402,"Allapattah, Miami, FL",27287
12105012602,"Haines City, FL",27287
8031003601,"North, Denver, CO",27286
10003002700,"Browntown, Wilmington, DE",27283
6073003502,"Mountain View, San Diego, CA",27283
45023020200,"Chester, SC",27283
6073004700,"Sherman Heights, San Diego, CA",27282
20209044104,"Victory Hills, Kansas City, KS",27282
25027731500,"Main Middle, Worcester, MA",27280
48113006002,"Five Mile Creek, Dallas, TX",27278
17197882400,"Joliet, IL",27277
13063040611,"Jonesboro, GA",27277
17031490500,"Roseland, Chicago, IL",27275
6067006702,"North Sacramento, Sacramento, CA",27269
48245002100,"Beaumont, TX",27266
6013379000,"Coronado, Richmond, CA",27266
34039030200,"Elizabeth, NJ",27262
40101000700,"Muskogee, OK",27259
13051010502,"Savannah, GA",27259
48027023500,"Killeen, TX",27258
28049010901,"Jackson, MS",27258
6037273300,"Venice, Los Angeles, CA",27258
37129010200,"Ardmore, Wilmington, NC",27257
48291700200,"Cleveland, TX",27257
13175950800,"Dublin, GA",27257
12057013703,"Greater Palm River Point CDC, Riverview, FL",27257
6065031300,"Casa Blanca, Riverside, CA",27257
5131000200,"Fort Smith, AR",27256
21111006300,"Germantown, Louisville, KY",27253
34013013000,"Irvington, NJ",27252
37015960300,"Lewiston Woodville, NC",27250
15003006202,"Kalihi - Palama, Honolulu, HI",27249
37083930600,"Roanoke Rapids, NC",27249
36047017900,"Kings County, NY",27247
12091022600,"Fort Walton Beach, FL",27247
4015951700,"Bullhead City, AZ",27246
21049020202,"Winchester, KY",27246
39049007533,"Northeast Columbus, Columbus, OH",27244
19153001200,"Mondamin Presidential, Des Moines, IA",27244
4021002003,"Eloy, AZ",27244
6071001503,"Ontario, CA",27239
34001012100,"Pleasantville, NJ",27239
26099245400,"Martin Luther King, Mount Clemens, MI",27238
6053000501,"Salinas, CA",27236
13099090400,"Blakely, GA",27236
11001009905,"Marshall Heights, Washington, DC",27236
13263960200,"Talbotton, GA",27235
12105011603,"Lakeland, FL",27233
45015020202,"Pineville, SC",27231
13191110100,"Townsend, GA",27231
6019006201,"Sanger, CA",27231
6037234502,"South Los Angeles, Los Angeles, CA",27230
26125141300,"Pontiac, MI",27230
36005037900,"Bronx County, NY",27230
29095017800,"Midtown - Westport, Kansas City, MO",27229
12057012001,"Tampa, FL",27228
36005018500,"Bronx County, NY",27227
55105000300,"Janesville, WI",27226
24510280301,"Gwynn Oak, Baltimore, MD",27223
36047031300,"Kings County, NY",27220
48113009610,"Northwest Dallas, Dallas, TX",27219
4019004116,"Tucson, AZ",27217
42077000500,"1st Ward, Allentown, PA",27216
47157022122,"Whitehaven, Memphis, TN",27215
13215010701,"Columbus, GA",27213
42003561000,"Pittsburgh, PA",27211
6037231100,"South Los Angeles, Los Angeles, CA",27210
12086000124,"North Miami, FL",27209
21231920300,"Monticello, KY",27209
45075010300,"Vance, SC",27208
37081012705,"Woodmere Park, Greensboro, NC",27208
26163523200,"Mexicantown - Southwest Detroit, Detroit, MI",27207
45019001600,"Charleston, SC",27207
5107480100,"Helena-West Helena, AR",27204
51710005702,"Sewells Gardens, Norfolk, VA",27202
13089023412,"Decatur, GA",27201
38005940100,"Oberon, ND",27200
39093071000,"Elyria, OH",27199
18097357800,"Indianapolis, IN",27198
40109107305,"Central Oklahoma City, Oklahoma City, OK",27197
35001000903,"South San Pedro, Albuquerque, NM",27196
45053950201,"Ridgeland, SC",27195
12117022001,"Casselberry, FL",27194
29510115600,"Mount Pleasant, St. Louis, MO",27193
35005000600,"Roswell, NM",27193
39139000800,"Mansfield, OH",27191
6037220000,"Jefferson, Los Angeles, CA",27183
54011000200,"Huntington, WV",27183
6065045302,"Indio, CA",27182
48303000201,"Lubbock, TX",27180
6019006602,"Reedley, CA",27179
37051003002,"Gray's Creek, Fayetteville, NC",27179
12011042900,"Melrose Park, Fort Lauderdale, FL",27178
18105000601,"Bloomington, IN",27177
8031004503,"West, Denver, CO",27176
29077003200,"Bissett, Springfield, MO",27176
29095000600,"Northeast Kansas City, Kansas City, MO",27176
48113016902,"Hutchins, TX",27176
21059000200,"Owensboro, KY",27176
12083001003,"Dunnellon, FL",27175
12086010900,"Homestead, FL",27174
36055008702,"Rochester, NY",27172
36005022500,"Bronx County, NY",27172
48113010804,"Oak Cliff, Dallas, TX",27171
6037541605,"Compton, CA",27171
6071004700,"Roosevelt, San Bernardino, CA",27171
26163539100,"Eight Mile Wyoming, Detroit, MI",27169
4019003802,"Sunnyside, Tucson, AZ",27166
42101027800,"Olney-Oak Lane, Philadelphia, PA",27166
47065003300,"Chattanooga, TN",27166
48029151900,"Southside, San Antonio, TX",27164
40023967200,"Hugo, OK",27163
27053003200,"Willard-Hay, Minneapolis, MN",27159
48121021202,"Denton, TX",27158
13089023214,"Decatur, GA",27157
6037601303,"Inglewood, CA",27156
36047111000,"Kings County, NY",27156
4013114703,"Estrella Village, Phoenix, AZ",27153
45061920302,"Bishopville, SC",27152
8031003602,"North, Denver, CO",27152
36007001300,"Binghamton, NY",27151
26163524900,"Delray, Detroit, MI",27150
25013801300,"McKnight, Springfield, MA",27150
13263960300,"Box Springs, GA",27149
12105012410,"Haines City, FL",27149
6073004000,"Stockton, San Diego, CA",27148
6037242700,"South Los Angeles, Los Angeles, CA",27148
22041950300,"Winnsboro, LA",27146
12011060402,"Lauderhill, FL",27145
25025010405,"Fenway/Kenmore, Boston, MA",27144
36047031100,"Kings County, NY",27138
17031420100,"South Side, Chicago, IL",27138
21237930200,"Campton, KY",27138
6067009007,"Cordova Towne, Rancho Cordova, CA",27135
19153005000,"River Bend, Des Moines, IA",27133
18097355400,"Bosart Brown, Indianapolis, IN",27133
1131034700,"Alberta, AL",27132
55079013400,"Merrill Park, Milwaukee, WI",27131
36005038301,"Bronx County, NY",27130
9009350500,"Waterbury, CT",27130
47157010810,"Parkway Village, Memphis, TN",27129
13089021409,"Atlanta, GA",27128
13259950100,"Richland, GA",27127
51770002700,"Roanoke, VA",27126
13189950200,"Thomson, GA",27125
36061021303,"Upper Manhattan, New York, NY",27123
48355001000,"Central City, Corpus Christi, TX",27123
36047040300,"Kings County, NY",27120
1015001300,"Anniston, AL",27120
5119004105,"Chicot West I-30 South, Little Rock, AR",27119
36019101600,"Plattsburgh, NY",27117
48167724800,"Galveston, TX",27117
13067031308,"Ashton Park, Mableton, GA",27117
21013960500,"Middlesboro, KY",27116
26049001200,"Flint, MI",27116
51650011900,"Wythe, Hampton, VA",27114
28075000300,"Meridian, MS",27113
1089002400,"Huntsville, AL",27110
36005015500,"Bronx County, NY",27109
36047042100,"Kings County, NY",27108
32003002405,"Las Vegas, NV",27107
6077002000,"Park, Stockton, CA",27107
6037240020,"South Los Angeles, Los Angeles, CA",27106
37093970300,"Raeford, NC",27104
4019004122,"Tucson, AZ",27103
13217100700,"Covington, GA",27102
12021010601,"East Naples, Naples, FL",27102
42003220600,"Central Northside, Pittsburgh, PA",27102
17019000700,"Champaign, IL",27101
22071003701,"Fairgrounds, New Orleans, LA",27100
9009351700,"Waterbury, CT",27097
37051003500,"Pine Forest, Spring Lake, NC",27097
36093021001,"Seward Place, Schenectady, NY",27097
12039020800,"Quincy, FL",27096
45059920700,"Clinton, SC",27094
5119004007,"Little Rock, AR",27094
12109020300,"St. Augustine, FL",27093
17031831400,"Austin, Chicago, IL",27092
26121000601,"Nelson, Muskegon, MI",27091
1015000800,"Anniston, AL",27090
6065045704,"Coachella, CA",27089
48183001300,"Longview, TX",27087
37063000200,"Old North Durham, Durham, NC",27087
40133583600,"Wewoka, OK",27086
17031240800,"West Town, Chicago, IL",27086
26125171600,"Oak Park, MI",27086
4013109001,"Alhambra, Phoenix, AZ",27085
13121011303,"East Point, GA",27085
12071020300,"North Fort Myers, FL",27084
21111012802,"Louisville, KY",27084
36047053700,"Kings County, NY",27084
16027021300,"Caldwell, ID",27082
72103170100,"Naguabo, PR",27081
22017022200,"Country Club Hills, Lakeshore Shopping, Shreveport, LA",27080
26163500700,"Detroit, MI",27072
42101006300,"Southwest Philadelphia, Philadelphia, PA",27072
6037240900,"South Los Angeles, Los Angeles, CA",27072
45023020300,"Chester, SC",27070
6067006800,"North Sacramento, Sacramento, CA",27070
46031941100,"McLaughlin, SD",27069
6073003602,"Southcrest, San Diego, CA",27069
6107002901,"Tulare, CA",27068
45067950600,"Marion, SC",27067
6059075003,"Willard, Santa Ana, CA",27065
40109107001,"Central Oklahoma City, Oklahoma City, OK",27064
6071006203,"NE - Sterling, San Bernardino, CA",27061
42003514000,"Rankin, PA",27061
45041000300,"Quinby, SC",27060
22019001400,"Lake Charles, LA",27059
6037117407,"North Hills, Los Angeles, CA",27058
39035101300,"Edgewater, Cleveland, OH",27057
12111380500,"Fort Pierce, FL",27056
45063020706,"West Columbia, SC",27055
45045002106,"Greenville, SC",27055
6077000600,"Park, Stockton, CA",27054
26065006800,"Lansing, MI",27054
40109108003,"Midwest City, OK",27054
17183000100,"Danville, IL",27052
13163960400,"Wadley, GA",27052
6073002201,"City Heights, San Diego, CA",27052
39035188104,"Warrensville Heights, OH",27051
39035104900,"Clark - Fulton, Cleveland, OH",27050
45067950300,"Mullins, SC",27048
26147623000,"Port Huron, MI",27047
6037237600,"South Figueroa Corridor, Los Angeles, CA",27044
26145001300,"Saginaw, MI",27043
2290000400,"Yukon-Koyukuk County, AK",27042
28133950100,"Drew, MS",27042
13121001002,"Georgia Tech, Atlanta, GA",27041
39049009325,"Eastland, Columbus, OH",27041
12093910402,"Okeechobee, FL",27040
9003500500,"Sheldon Charter Oak, Hartford, CT",27040
12011091802,"Highland Garden, Hollywood, FL",27039
12071040302,"Sunshine, Lehigh Acres, FL",27039
40143005900,"Tulsa, OK",27038
35001004501,"Albuquerque, NM",27038
37025040703,"Kannapolis, NC",27038
17197883605,"University Park, IL",27037
1113030902,"Fort Mitchell, AL",27037
41029000202,"Medford, OR",27034
39153508900,"University of Akron, Akron, OH",27032
12101031006,"Embassy Hills, Port Richey, FL",27030
6065046102,"Blythe, CA",27030
11001004801,"Northwest Washington, Washington, DC",27029
18167000300,"Terre Haute, IN",27023
8101001100,"East Side, Pueblo, CO",27023
39119912100,"Zanesville, OH",27020
12095015001,"Ocoee, FL",27020
21019030300,"Ashland, KY",27016
6073019502,"Vista, CA",27016
13003960100,"Willacoochee, GA",27016
13245010513,"Augusta, GA",27015
29095001900,"Lykins, Kansas City, MO",27014
36005019300,"Bronx County, NY",27012
39153503100,"Middlebury, Akron, OH",27012
36047035900,"Kings County, NY",27012
36047112600,"Kings County, NY",27011
13299950800,"Waycross, GA",27010
12095014302,"Pine Castle, FL",27009
9001071600,"Downtown, Bridgeport, CT",27008
48453002312,"Montopolis, Austin, TX",27005
48439104605,"Glencrest Civic League, Fort Worth, TX",27004
36005017902,"Bronx County, NY",27003
39113001100,"North Riverdale, Dayton, OH",27003
21065920400,"Irvine, KY",27002
13293010500,"Thomaston, GA",27000
54011001600,"Huntington, WV",26999
47037011001,"Talbot's Corner, Nashville, TN",26998
6037541100,"Compton, CA",26994
28093950402,"Holly Springs, MS",26994
1089002200,"Huntsville, AL",26993
26163513700,"Jefferson Chalmers, Detroit, MI",26992
13067031002,"Marietta, GA",26990
16001001100,"Boise, ID",26989
13175950300,"Dublin, GA",26989
48375012800,"Amarillo, TX",26988
28095950700,"Aberdeen, MS",26985
12095014609,"Southwest Orlando, Orlando, FL",26985
26049002300,"Flint, MI",26984
22033003400,"Baton Rouge, LA",26984
28149950700,"Vicksburg, MS",26983
32003000522,"Las Vegas, NV",26982
36055007000,"19th Ward, Rochester, NY",26982
12095012202,"Orlando, FL",26981
6037240300,"South Los Angeles, Los Angeles, CA",26980
12086000411,"Miami, FL",26980
6037209810,"Central LA, Los Angeles, CA",26978
26163568500,"Norwayne, Westland, MI",26975
6037234200,"Leimert Park, Los Angeles, CA",26975
35013000401,"Las Cruces, NM",26974
22105954400,"Hammond, LA",26974
13191110300,"Darien, GA",26974
11001008002,"Northeast Washington, Washington, DC",26973
20209042002,"Riverview, Kansas City, KS",26972
39099813800,"Lincoln Knolls, Youngstown, OH",26972
12105016002,"Fort Meade, FL",26971
12086001302,"Upper East Side, Miami, FL",26971
12111380400,"Fort Pierce, FL",26971
22019001500,"Lake Charles, LA",26970
1069041500,"Dothan, AL",26970
39151700200,"Canton, OH",26969
35013001706,"Sunland Park, NM",26967
48451001800,"San Angelo, TX",26967
36005022701,"Bronx County, NY",26963
6039000602,"Madera, CA",26963
21047200300,"Hopkinsville, KY",26963
36047039900,"Kings County, NY",26961
26049013600,"Flint, MI",26960
36061023501,"Harlem, New York, NY",26959
36047038900,"Kings County, NY",26958
22065960200,"Tallulah, LA",26958
6037542900,"Compton, CA",26958
45007000800,"Anderson, SC",26958
39061026600,"Dayton, OH",26956
36005017702,"Bronx County, NY",26956
22043020300,"Colfax, LA",26955
40109101100,"Central Oklahoma City, Oklahoma City, OK",26954
24510150702,"Walbrook, Baltimore, MD",26952
48375012200,"Amarillo, TX",26951
37119003807,"Montclaire South, Charlotte, NC",26950
48201231200,"East Houston, Houston, TX",26949
28049010600,"Edwards, MS",26947
12103028500,"Gulfport, FL",26946
6037234300,"Leimert Park, Los Angeles, CA",26944
36047091600,"Kings County, NY",26939
36055007100,"19th Ward, Rochester, NY",26938
36029017000,"Grider, Buffalo, NY",26937
45057010500,"Lancaster, SC",26935
39023001101,"Springfield, OH",26935
18089030200,"East Chicago, IN",26935
20103070100,"Leavenworth, KS",26934
42129800100,"Arnold, PA",26934
8101001400,"Mesa Junction, Pueblo, CO",26933
42101027600,"Logan/ Ogontz/ Fern Rock, Philadelphia, PA",26933
36047005300,"Kings County, NY",26932
12001001520,"Gainesville, FL",26931
36119003100,"South Side, Mount Vernon, NY",26930
18095001000,"Anderson, IN",26929
34013009600,"North Broadway, Newark, NJ",26925
12011050309,"Tamarac, FL",26924
72129220501,"San Lorenzo, PR",26924
48027022801,"Killeen, TX",26923
36047090000,"Kings County, NY",26923
12057002600,"Northwest Tampa, Tampa, FL",26922
17031821401,"Calumet Park, IL",26922
47093002900,"Knoxville, TN",26921
12095016907,"Orlando, FL",26920
